04.11.2011 4:53:40;
474,0;
0,0;
0,0;
0,0;
0,0;
0,0;
0,0;
0,0;
219,9;
220,3;
220,3;
0,0;
-0,3;
50,0;
1117,9;
588,2;
0,0;
0,0;
>SIEMENS 0421;
GOOD;
220,2;
0,0;
0,6;
0,0;
0,0;
0,0;
0,0;
0,0;
0,0;
0,0;
0,0;
40851,2;
3,0;
1,0;
2,0;
00066694;
2.7;
1,0;
52,5;
52,3;
B HOPME;
0,0;
0,0;
0,2;
6427,3;
5816,8;
212,5;
585,3;
6270,9;
5685,6;
6591,0;
17135,0;
NA;
6,4;
6,2;
0,0;
1,9;
0,0;
0,0;
0,0;
0,0;
0,0;
1,0;
